Severity,Start_Time,End_Time,Distance(mi),City,County,State,Timezone,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
2,2016-02-08 08:36:34,2016-02-08 09:06:34,0.0,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-08 08:37:07,2016-02-08 09:07:07,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
2,2016-02-08 08:39:43,2016-02-08 09:09:43,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
2,2016-02-08 08:43:20,2016-02-08 09:13:20,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-08 08:53:17,2016-02-08 09:23:17,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-08 09:24:37,2016-02-08 09:54:37,0.0,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-08 09:25:17,2016-02-08 09:55:17,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
2,2016-02-08 09:35:35,2016-02-08 10:05:35,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-08 10:11:15,2016-02-08 10:41:15,0.0,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-08 10:24:27,2016-02-08 10:54:27,0.0,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-08 11:53:19,2016-02-08 12:23:19,0.01,Miamisburg,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
3,2016-02-08 12:00:00,2016-02-08 12:45:00,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-08 12:16:44,2016-02-08 13:01:44,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
2,2016-02-08 12:41:08,2016-02-08 13:11:08,1.32,Johnstown,Licking,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-08 12:52:05,2016-02-08 13:37:05,0.0,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
2,2016-02-08 14:24:48,2016-02-08 15:09:48,0.0,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
2,2016-02-08 14:56:57,2016-02-08 15:41:57,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-08 15:26:14,2016-02-08 16:11:14,0.0,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-08 16:16:08,2016-02-08 16:46:08,0.01,Dublin,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
2,2016-02-08 17:39:24,2016-02-08 18:24:24,0.0,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3,2016-02-08 18:24:00,2016-02-08 21:00:00,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
3,2016-02-08 19:28:00,2016-02-08 21:00:00,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
2,2016-02-08 20:22:38,2016-02-08 21:07:38,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
2,2016-02-08 20:43:00,2016-02-08 23:00:00,1.09,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
2,2016-02-09 04:28:48,2016-02-09 04:58:48,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
2,2016-02-09 05:04:34,2016-02-09 05:34:34,0.01,Canal Winchester,Fairfield,OH,US/Eastern,False,False,False,False,True,False,False,False,False,False,False,True,False,Night,Night,Night,Night
2,2016-02-09 05:17:08,2016-02-09 05:47:08,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
3,2016-02-09 05:27:20,2016-02-09 05:57:20,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
2,2016-02-09 05:40:57,2016-02-09 06:10:57,0.0,Lebanon,Warren,OH,US/Eastern,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
2,2016-02-09 05:47:16,2016-02-09 06:17:16,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
2,2016-02-09 05:56:10,2016-02-09 06:26:10,0.01,Sabina,Clinton,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
3,2016-02-09 06:06:45,2016-02-09 06:36:45,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Day
3,2016-02-09 06:13:33,2016-02-09 06:43:33,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day
3,2016-02-09 06:12:49,2016-02-09 06:42:49,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
2,2016-02-09 06:21:50,2016-02-09 06:51:50,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day
3,2016-02-09 06:20:46,2016-02-09 06:50:46,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
2,2016-02-09 06:34:41,2016-02-09 07:04:41,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day
3,2016-02-09 06:41:09,2016-02-09 07:11:09,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
2,2016-02-09 06:48:18,2016-02-09 07:18:18,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
2,2016-02-09 06:53:09,2016-02-09 07:23:09,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
3,2016-02-09 06:54:31,2016-02-09 07:24:31,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
3,2016-02-09 07:03:20,2016-02-09 07:33:20,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
3,2016-02-09 07:05:37,2016-02-09 07:35:37,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
2,2016-02-09 07:04:58,2016-02-09 07:34:58,0.01,Goshen,Clermont,OH,US/Eastern,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Day,Day
2,2016-02-09 07:15:41,2016-02-09 07:45:41,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
2,2016-02-09 07:41:01,2016-02-09 08:11:01,0.01,Dayton,Montgomery,OH,US/Eastern,True,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-09 07:42:43,2016-02-09 08:12:43,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-09 07:42:11,2016-02-09 08:12:11,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3,2016-02-09 07:46:41,2016-02-09 08:16:41,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-09 07:54:44,2016-02-09 08:24:44,0.0,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-09 08:06:39,2016-02-09 08:36:39,0.01,Waynesville,Warren,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-09 08:12:44,2016-02-09 08:42:44,0.01,Springboro,Warren,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-09 08:10:20,2016-02-09 08:40:20,0.0,Carroll,Fairfield,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3,2016-02-09 08:23:36,2016-02-09 08:53:36,0.01,Miamisburg,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3,2016-02-09 08:24:29,2016-02-09 08:54:29,0.01,Oregonia,Warren,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3,2016-02-09 08:20:30,2016-02-09 08:50:30,0.01,Independence,Cuyahoga,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3,2016-02-09 08:35:53,2016-02-09 09:05:53,0.01,Maple Heights,Cuyahoga,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3,2016-02-09 10:06:46,2016-02-09 10:36:46,0.01,Grove City,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-09 11:09:37,2016-02-09 11:39:37,0.01,Findlay,Hancock,OH,US/Eastern,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
2,2016-02-10 06:18:16,2016-02-10 06:48:16,0.0,Goshen,Clermont,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
3,2016-02-10 06:06:00,2016-02-10 09:06:00,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
2,2016-02-10 06:24:29,2016-02-10 06:54:29,0.0,Columbus,Franklin,OH,US/Eastern,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day
2,2016-02-10 06:53:02,2016-02-10 07:23:02,0.01,Fairborn,Greene,OH,US/Eastern,False,False,True,False,False,False,True,False,False,False,False,False,False,Night,Night,Day,Day
3,2016-02-10 07:50:52,2016-02-10 08:20:52,0.01,Piqua,Miami,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3,2016-02-10 07:50:08,2016-02-10 08:20:08,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-10 08:01:30,2016-02-10 08:31:30,0.01,New Richmond,Clermont,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-10 08:08:36,2016-02-10 08:38:36,0.0,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-10 08:11:22,2016-02-10 08:41:22,0.0,Batavia,Clermont,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-10 08:50:54,2016-02-10 09:20:54,0.01,Reynoldsburg,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
3,2016-02-10 09:03:53,2016-02-10 09:33:53,0.01,Galena,Delaware,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3,2016-02-10 09:42:04,2016-02-10 10:12:04,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3,2016-02-10 10:38:58,2016-02-10 11:08:58,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3,2016-02-10 17:10:00,2016-02-10 23:59:00,0.01,Barberton,Summit,OH,US/Eastern,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3,2016-02-10 18:09:00,2016-02-10 23:59:00,1.28,Akron,Summit,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
3,2016-02-10 18:41:44,2016-02-10 19:11:44,0.01,Mansfield,Richland,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
3,2016-02-11 05:32:29,2016-02-11 06:02:29,0.01,Cleveland,Cuyahoga,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
3,2016-02-11 05:30:51,2016-02-11 06:00:51,0.01,Akron,Summit,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
2,2016-02-11 06:10:07,2016-02-11 06:40:07,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
2,2016-02-11 06:20:28,2016-02-11 06:50:28,0.01,Bethel,Clermont,OH,US/Eastern,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Day
3,2016-02-11 06:29:00,2016-02-11 21:00:00,0.01,Cleveland,Cuyahoga,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
2,2016-02-11 07:17:58,2016-02-11 07:47:58,0.01,Columbus,Franklin,OH,US/Eastern,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
2,2016-02-11 07:18:39,2016-02-11 07:48:39,0.01,Canal Winchester,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
3,2016-02-11 07:21:55,2016-02-11 07:51:55,0.01,Akron,Summit,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
2,2016-02-11 07:28:16,2016-02-11 07:58:16,0.01,Pataskala,Licking,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3,2016-02-11 07:29:06,2016-02-11 08:18:10,0.01,Cleveland,Cuyahoga,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-11 07:53:55,2016-02-11 08:23:55,0.0,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-11 08:07:02,2016-02-11 08:37:02,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-11 08:13:24,2016-02-11 08:43:24,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-11 08:23:17,2016-02-11 08:53:17,0.01,Columbus,Franklin,OH,US/Eastern,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
2,2016-02-11 08:34:14,2016-02-11 09:04:14,0.48,Columbus,Franklin,OH,US/Eastern,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3,2016-02-11 08:29:21,2016-02-11 08:59:21,0.01,Maple Heights,Cuyahoga,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-11 09:16:13,2016-02-11 10:01:13,0.0,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-11 09:16:13,2016-02-11 10:01:13,0.0,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
2,2016-02-11 09:31:23,2016-02-11 10:01:23,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3,2016-02-11 09:37:31,2016-02-11 10:07:31,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-11 09:46:39,2016-02-11 10:16:39,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-11 10:48:29,2016-02-11 11:18:29,0.0,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-11 10:53:56,2016-02-11 11:23:56,0.0,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-11 11:21:42,2016-02-11 11:51:42,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
2,2016-02-11 12:24:45,2016-02-11 13:09:45,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-11 12:24:18,2016-02-11 12:54:18,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
2,2016-02-11 13:44:46,2016-02-11 14:14:46,0.01,Dayton,Montgomery,OH,US/Eastern,True,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
2,2016-02-11 14:16:49,2016-02-11 14:46:49,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-11 15:34:06,2016-02-11 16:19:06,0.0,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-11 16:34:27,2016-02-11 17:19:27,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
3,2016-02-11 17:10:00,2016-02-11 20:00:00,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-11 18:27:00,2016-02-11 21:00:00,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
3,2016-02-11 19:11:00,2016-02-11 21:00:00,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
3,2016-02-11 19:22:00,2016-02-11 21:00:00,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
3,2016-02-11 20:48:00,2016-02-11 23:54:00,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
2,2016-02-12 16:16:51,2016-02-12 17:01:51,0.0,Dayton,Montgomery,OH,US/Eastern,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
2,2016-02-12 16:42:52,2016-02-12 17:27:52,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3,2016-02-12 17:47:41,2016-02-12 18:52:13,1.67,Columbus,Franklin,OH,US/Eastern,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3,2016-02-12 20:04:00,2016-02-12 23:59:00,0.94,Columbus,Franklin,OH,US/Eastern,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
3,2016-02-12 20:12:00,2016-02-12 23:59:00,0.94,Columbus,Franklin,OH,US/Eastern,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
3,2016-02-12 20:41:00,2016-02-12 23:59:00,2.79,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
3,2016-02-12 23:48:00,2016-02-13 01:00:00,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
3,2016-02-13 11:05:00,2016-02-13 11:35:00,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3,2016-02-13 11:05:21,2016-02-13 12:05:21,0.01,Seville,Medina,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2,2016-02-13 11:17:01,2016-02-13 12:17:01,0.01,Bellville,Richland,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3,2016-02-13 11:25:42,2016-02-13 11:55:42,0.01,Troy,Miami,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3,2016-02-13 12:56:31,2016-02-13 13:26:31,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3,2016-02-13 12:55:47,2016-02-13 13:25:47,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3,2016-02-14 10:13:00,2016-02-14 23:59:00,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3,2016-02-14 10:49:23,2016-02-14 11:19:23,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3,2016-02-14 10:41:57,2016-02-14 11:11:57,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3,2016-02-14 18:15:23,2016-02-14 19:30:00,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day
3,2016-02-14 19:17:01,2016-02-14 20:30:00,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
2,2016-02-15 04:53:47,2016-02-15 05:23:47,0.01,Wilmington,Clinton,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
2,2016-02-15 05:22:00,2016-02-15 05:52:00,0.01,Miamisburg,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
3,2016-02-15 05:42:25,2016-02-15 06:12:25,0.71,Columbus,Franklin,OH,US/Eastern,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
3,2016-02-15 06:36:00,2016-02-15 09:00:00,0.01,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
2,2016-02-15 07:02:39,2016-02-15 07:32:39,2.04,Columbus,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
3,2016-02-15 07:17:51,2016-02-15 07:47:51,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
2,2016-02-15 07:15:56,2016-02-15 07:45:56,0.0,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
3,2016-02-15 07:07:00,2016-02-15 10:00:00,0.01,Grove City,Franklin,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
3,2016-02-15 07:23:58,2016-02-15 07:53:58,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
2,2016-02-15 07:28:24,2016-02-15 07:58:24,0.01,Dayton,Montgomery,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
2,2016-02-15 07:37:49,2016-02-15 08:07:49,0.0,Cleveland,Cuyahoga,OH,US/Eastern,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
